rowid,st_delivname,kepid,tm_designation,ra,dec,kepmag,teff,teff_err1,teff_err2,teff_prov,logg,logg_err1,logg_err2,logg_prov,feh,feh_err1,feh_err2,feh_prov,radius,radius_err1,radius_err2,mass,mass_err1,mass_err2,dens,dens_err1,dens_err2,prov_sec,nconfp,nkoi,ntce,st_quarters,st_vet_date,dutycycle,dataspan,mesthres01p5,mesthres02p0,mesthres02p5,mesthres03p0,mesthres03p5,mesthres04p5,mesthres05p0,mesthres06p0,mesthres07p5,mesthres09p0,mesthres10p5,mesthres12p0,mesthres12p5,mesthres15p0,rrmscdpp01p5,rrmscdpp02p0,rrmscdpp02p5,rrmscdpp03p0,rrmscdpp03p5,rrmscdpp04p5,rrmscdpp05p0,rrmscdpp06p0,rrmscdpp07p5,rrmscdpp09p0,rrmscdpp10p5,rrmscdpp12p0,rrmscdpp12p5,rrmscdpp15p0,jmag,jmag_err,hmag,hmag_err,kmag,kmag_err,datalink_dvr
1202,q1_q12_stellar,11284772,2MASS J18581605+4900451,284.566895,49.01255,15.142,4232,65,-65,Pinsonneault,4.72,0.012,-0.012,Pinsonneault,-0.2,0,0,Pinsonneault,0.55,0.011,-0.011,,,,,,,,1,1,1,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.04,0.027,12.403,0.033,12.288,0.024,011/011284/011284772/dv/kplr011284772-20121029204534_dvr.pdf
1203,q1_q17_dr24_stellar,11284772,2MASS J18581605+4900451,284.566895,49.01255,15.142,4243,126,-134,PHO1,4.632,0.056,-0.024,KIC0,-0.12,0.28,-0.32,KIC0,0.629,0.045,-0.065,0.62,0.06,-0.06,3.499,0.9169,-0.4027,DSEP,1,1,1,11111110111011100,2015-01-15,0.6986,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,322.987,291.46,277.966,259.498,247.695,228.55,221.103,209.662,196.234,188.429,183.488,179.228,177.822,169.633,13.04,0.027,12.403,0.033,12.288,0.024,011/011284/011284772/dv/kplr011284772-20141002224145_dvr.pdf
1204,q1_q12_stellar,11288051,2MASS J19070067+4903536,286.752777,49.064911,14.139,5283,63,-63,Pinsonneault,4.624,0.087,-0.087,Pinsonneault,-0.2,0,0,Pinsonneault,0.74,0.12,-0.12,,,,,,,,3,3,3,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.78,0.023,12.314,0.029,12.233,0.026,011/011288/011288051/dv/kplr011288051-20121029204534_dvr.pdf
1205,q1_q16_stellar,11288051,2MASS J19070067+4903536,286.752777,49.064911,14.139,5196,161,-127,PHO1,4.662,0.026,-0.101,KIC0,-0.54,0.34,-0.3,KIC0,0.657,0.108,-0.04,0.72,0.08,-0.07,3.592,0.4455,-1.129,DSEP,3,3,3,11111110111011100,2013-12-03,0.7435,1339.474,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,124.564,109.793,99.012,90.958,84.596,75.387,72.146,66.434,60.046,55.394,51.739,48.99,48.12,44,12.78,0.023,12.314,0.029,12.233,0.026,011/011288/011288051/dv/kplr011288051-20130815195353_dvr.pdf
1206,q1_q17_dr24_stellar,11288051,2MASS J19070067+4903536,286.752777,49.064911,14.139,4984,103,-98,SPE58,4.657,0.017,-0.059,SPE58,-0.46,0.16,-0.16,SPE58,0.65,0.049,-0.023,0.7,0.03,-0.04,3.593,0.2637,-0.654,DSEP,3,3,3,11111110111011100,2015-01-15,0.6983,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,139.048,121.678,113.891,104.305,98.358,87.342,83.297,77.344,70.386,64.791,61.137,57.979,57.038,52.856,12.78,0.023,12.314,0.029,12.233,0.026,011/011288/011288051/dv/kplr011288051-20141002224145_dvr.pdf
1207,q1_q17_dr24_stellar,11295426,2MASS J19240775+4902249,291.032318,49.040272,9.997,5793,74,-74,SPE8,4.282,0.022,-0.022,AST8,0.12,0.074,-0.074,SPE8,1.243,0.019,-0.019,1.08,0.05,-0.05,0.7903,0.0054,-0.0054,MULT8,3,2,2,11111111111111100,2015-01-15,0.8749,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,27.068,24.529,23.514,22.146,21.385,19.869,19.21,18.274,17.286,16.574,16.043,15.447,15.313,14.663,8.975,0.046,8.662,0.029,8.588,0.022,011/011295/011295426/dv/kplr011295426-20141002224145_dvr.pdf
1208,q1_q12_stellar,11295426,2MASS J19240775+4902249,291.032318,49.040272,9.997,5795,75,-75,Pinsonneault,4.417,0.293,-0.293,Pinsonneault,-0.2,0,0,Pinsonneault,0.991,0.78,-0.78,,,,,,,,3,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.975,0.046,8.662,0.029,8.588,0.022,011/011295/011295426/dv/kplr011295426-20121029204534_dvr.pdf
1209,q1_q16_stellar,11295426,2MASS J19240775+4902249,291.032318,49.040272,9.997,5793,74,-74,SPE8,4.282,0.022,-0.022,AST8,0.12,0.074,-0.074,SPE8,1.243,0.019,-0.019,1.08,0.05,-0.05,0.7903,0.0054,-0.0054,MULT8,3,2,2,11111111111111100,2013-12-03,0.8791,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,23.223,21.045,19.498,18.381,17.437,16.216,15.728,14.965,14.092,13.517,13.082,12.622,12.541,11.967,8.975,0.046,8.662,0.029,8.588,0.022,011/011295/011295426/dv/kplr011295426-20130815195353_dvr.pdf
1210,q1_q17_dr24_stellar,11308499,2MASS J19472449+4905040,296.852051,49.084438,14.842,6210,157,-214,PHO1,4.45,0.046,-0.299,KIC0,-0.1,0.2,-0.3,KIC0,1.033,0.465,-0.096,1.09,0.23,-0.14,1.397,0.318,-0.9073,DSEP,2,2,2,11111111111111100,2015-01-15,0.8751,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,209.235,183.794,170.655,156.456,147.071,131.01,124.66,114.796,104.064,95.8,89.698,84.424,82.91,75.483,13.708,0.022,13.385,0.028,13.351,0.039,011/011308/011308499/dv/kplr011308499-20141002224145_dvr.pdf
1211,q1_q12_stellar,11308499,2MASS J19472449+4905040,296.852051,49.084438,14.842,6185,125,-125,Pinsonneault,4.471,0.192,-0.192,Pinsonneault,-0.2,0,0,Pinsonneault,1.008,0.42,-0.42,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.708,0.022,13.385,0.028,13.351,0.039,011/011308/011308499/dv/kplr011308499-20121029204534_dvr.pdf
1212,q1_q16_stellar,11308499,2MASS J19472449+4905040,296.852051,49.084438,14.842,6210,157,-214,PHO1,4.45,0.046,-0.299,KIC0,-0.1,0.2,-0.3,KIC0,1.033,0.465,-0.096,1.09,0.23,-0.14,1.397,0.318,-0.9073,DSEP,2,2,2,11111111111111100,2013-12-03,0.8792,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,191.81,168.291,151.903,140.066,130.479,116.476,111.231,102.57,92.505,85.418,79.994,75.582,74.299,67.38,13.708,0.022,13.385,0.028,13.351,0.039,011/011308/011308499/dv/kplr011308499-20130815195353_dvr.pdf
1213,q1_q12_stellar,11358389,2MASS J19423038+4907495,295.626587,49.130428,14.651,5983,122,-122,Pinsonneault,4.427,0.214,-0.214,Pinsonneault,-0.2,0,0,Pinsonneault,1.015,0.418,-0.418,,,,,,,,2,3,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.484,0.025,13.155,0.027,13.145,0.036,011/011358/011358389/dv/kplr011358389-20121029204534_dvr.pdf
1214,q1_q16_stellar,11358389,2MASS J19423038+4907495,295.626587,49.130428,14.651,6011,161,-201,PHO1,4.429,0.064,-0.288,KIC0,-0.04,0.22,-0.3,KIC0,1.03,0.438,-0.11,1.04,0.19,-0.12,1.336,0.3956,-0.8495,DSEP,2,3,3,11111111111111100,2013-12-03,0.8792,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,164.633,145.639,132.749,122.823,114.793,103.4,98.769,91.375,83.529,78.001,73.551,70.343,69.406,64.605,13.484,0.025,13.155,0.027,13.145,0.036,011/011358/011358389/dv/kplr011358389-20130815195353_dvr.pdf
1215,q1_q17_dr24_stellar,11358389,2MASS J19423038+4907495,295.626587,49.130428,14.651,6011,161,-201,PHO1,4.429,0.064,-0.288,KIC0,-0.04,0.22,-0.3,KIC0,1.03,0.438,-0.11,1.03,0.19,-0.12,1.336,0.3956,-0.8495,DSEP,2,3,3,11111111111111100,2015-01-15,0.8751,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,181.577,160.042,149.923,137.793,129.88,116.706,111.211,103.431,94.791,88.734,83.834,80.01,78.968,73.691,13.484,0.025,13.155,0.027,13.145,0.036,011/011358/011358389/dv/kplr011358389-20141002224145_dvr.pdf
1216,q1_q12_stellar,11359879,2MASS J19444814+4908244,296.200592,49.140121,13.758,5839,131,-131,Pinsonneault,4.182,0.23,-0.23,Pinsonneault,-0.2,0,0,Pinsonneault,1.324,0.544,-0.544,,,,,,,,1,1,1,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.578,0.027,12.282,0.031,12.216,0.028,011/011359/011359879/dv/kplr011359879-20121029204534_dvr.pdf
1217,q1_q17_dr24_stellar,11359879,2MASS J19444814+4908244,296.200592,49.140121,13.758,5514,89,-109,SPE27,4.459,0.048,-0.145,SPE27,0.36,0.08,-0.15,SPE27,0.978,0.163,-0.061,1,0.03,-0.06,1.511,0.2854,-0.5813,DSEP,1,1,1,11111111111111100,2015-01-15,0.8747,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,111.786,99.306,93.595,86.581,81.91,74.507,71.387,66.851,62.563,59.671,57.547,55.558,54.953,52.881,12.578,0.027,12.282,0.031,12.216,0.028,011/011359/011359879/dv/kplr011359879-20141002224145_dvr.pdf
1218,q1_q16_stellar,11359879,2MASS J19444814+4908244,296.200592,49.140121,13.758,5514,89,-109,SPE27,4.459,0.048,-0.145,SPE27,0.36,0.08,-0.15,SPE27,0.978,0.163,-0.061,1,0.03,-0.06,1.511,0.2854,-0.5813,DSEP,1,1,1,11111111111111100,2013-12-03,0.8789,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,99.349,88.794,80.968,75.146,70.501,63.634,61.112,57.198,52.792,50.088,48.167,46.838,46.598,45.111,12.578,0.027,12.282,0.031,12.216,0.028,011/011359/011359879/dv/kplr011359879-20130815195353_dvr.pdf
1219,q1_q17_dr24_stellar,11389771,2MASS J18555591+4913587,283.982971,49.23299,14.271,5814,153,-153,PHO1,4.523,0.037,-0.298,KIC0,-0.18,0.26,-0.28,KIC0,0.881,0.378,-0.074,0.94,0.11,-0.1,1.946,0.3602,-1.259,DSEP,3,3,3,11111110111011100,2015-01-15,0.6986,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,191.697,172.884,166.149,156.257,150.052,138.827,134.685,127.19,120.025,114.559,112.346,110.946,110.719,111.058,13.146,0.023,12.824,0.027,12.706,0.027,011/011389/011389771/dv/kplr011389771-20141002224145_dvr.pdf
1220,q1_q12_stellar,11389771,2MASS J18555591+4913587,283.982971,49.23299,14.271,5811,79,-79,Pinsonneault,4.512,0.246,-0.246,Pinsonneault,-0.2,0,0,Pinsonneault,0.902,0.472,-0.472,,,,,,,,3,3,3,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.146,0.023,12.824,0.027,12.706,0.027,011/011389/011389771/dv/kplr011389771-20121029204534_dvr.pdf
1221,q1_q16_stellar,11389771,2MASS J18555591+4913587,283.982971,49.23299,14.271,5814,153,-153,PHO1,4.523,0.037,-0.298,KIC0,-0.18,0.26,-0.28,KIC0,0.881,0.378,-0.074,0.94,0.11,-0.1,1.946,0.3602,-1.259,DSEP,3,3,3,11111110111011100,2013-12-03,0.7436,1339.474,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,173.199,157.811,146.778,138.019,131.038,121.483,118.454,111.964,105.659,101.754,99.922,98.981,98.495,97.112,13.146,0.023,12.824,0.027,12.706,0.027,011/011389/011389771/dv/kplr011389771-20130815195353_dvr.pdf
1222,q1_q17_dr24_stellar,11401755,2MASS J19250004+4913545,291.250183,49.231834,11.866,5911,66,-66,SPE8,4.045,0.018,-0.018,AST8,-0.2,0.06,-0.06,SPE8,1.626,0.019,-0.019,1.07,0.04,-0.04,0.3508,0.0056,-0.0056,MULT8,2,2,2,11111111111111100,2015-01-15,0.8752,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,51.402,45.908,43.357,40.127,38.151,34.732,33.33,31.465,29.522,28.265,27.472,26.882,26.803,25.904,11.124,0.023,10.85,0.029,10.788,0.022,011/011401/011401755/dv/kplr011401755-20141002224145_dvr.pdf
1223,q1_q16_stellar,11401755,2MASS J19250004+4913545,291.250183,49.231834,11.866,5911,66,-66,SPE8,4.045,0.018,-0.018,AST8,-0.2,0.06,-0.06,SPE8,1.626,0.019,-0.019,1.07,0.04,-0.04,0.3508,0.0056,-0.0056,MULT8,2,2,2,11111111111111100,2013-12-03,0.8791,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,44.654,39.944,36.653,34.165,32.223,29.315,28.32,26.807,25.097,23.972,23.243,22.673,22.543,21.892,11.124,0.023,10.85,0.029,10.788,0.022,011/011401/011401755/dv/kplr011401755-20130815195353_dvr.pdf
1224,q1_q12_stellar,11401755,2MASS J19250004+4913545,291.250183,49.231834,11.866,5780,,,Solar,4.438,,,Solar,0,,,Solar,1,,,,,,,,,,2,2,2,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.124,0.023,10.85,0.029,10.788,0.022,011/011401/011401755/dv/kplr011401755-20121029204534_dvr.pdf
1225,q1_q16_stellar,11401767,2MASS J19250148+4915322,291.256195,49.258949,14.881,6517,154,-245,PHO1,4.382,0.067,-0.295,KIC0,-0.14,0.21,-0.34,KIC0,1.159,0.569,-0.139,1.18,0.24,-0.18,1.069,0.3447,-0.7006,DSEP,3,3,3,11111111111111100,2013-12-03,0.8793,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,167.455,146.999,131.957,121.329,112.9,100.222,95.639,87.841,79.157,72.918,67.721,63.793,62.711,57.175,13.878,0.027,13.563,0.033,13.559,0.039,011/011401/011401767/dv/kplr011401767-20130815195353_dvr.pdf
1226,q1_q12_stellar,11401767,2MASS J19250148+4915322,291.256195,49.258949,14.881,6509,11,-11,Pinsonneault,4.288,0.012,-0.012,Pinsonneault,-0.2,0,0,Pinsonneault,1.303,0.028,-0.028,,,,,,,,3,3,3,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.878,0.027,13.563,0.033,13.559,0.039,011/011401/011401767/dv/kplr011401767-20121029204534_dvr.pdf
1227,q1_q17_dr24_stellar,11401767,2MASS J19250148+4915322,291.256195,49.258949,14.881,6517,154,-245,PHO1,4.382,0.067,-0.295,KIC0,-0.14,0.21,-0.34,KIC0,1.159,0.569,-0.139,1.18,0.24,-0.18,1.069,0.3447,-0.7006,DSEP,3,3,3,11111111111111100,2015-01-15,0.8752,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,184.996,161.436,149.945,137.322,129.485,114.872,109.366,100.889,91.751,84.523,79.21,75.273,73.759,67.443,13.878,0.027,13.563,0.033,13.559,0.039,011/011401/011401767/dv/kplr011401767-20141002224145_dvr.pdf
1228,q1_q17_dr24_stellar,11442793,2MASS J18574403+4918185,284.433502,49.305161,13.804,5970,109,-119,SPE59,4.317,0.096,-0.134,SPE59,0.1,0.11,-0.11,SPE59,1.2,0.226,-0.145,1.09,0.08,-0.08,0.8887,0.3689,-0.3373,DSEP,7,7,1,11111110111011100,2015-01-15,0.6985,1459.789,7.1,8.992,12.65,16.431,18.751,21.142,21.585,23.07,23.085,23.956,28.205,29.887,29.937,26.039,125.165,111.896,106.098,99.147,95.43,88.899,86.402,82.648,78.536,75.51,73.354,72.056,71.791,70.559,12.79,0.029,12.531,0.033,12.482,0.024,011/011442/011442793/dv/kplr011442793-20141002224145_dvr.pdf
1229,q1_q16_stellar,11442793,2MASS J18574403+4918185,284.433502,49.305161,13.804,6238,195,-227,PHO16,4.378,0.099,-0.264,PHO16,-0.4,0.28,-0.3,PHO16,1.054,0.408,-0.141,0.97,0.14,-0.11,1.164,0.5171,-0.7044,DSEP,7,7,4,11111110111011100,2013-12-03,0.7435,1339.474,7.1,7.1,11.264,15.096,18.465,24.029,23.217,23.398,23.619,22.613,27.171,26.388,24.279,16.205,109.77,98.735,90.675,84.726,80.186,74.126,71.878,68.559,65.397,62.914,61.013,59.569,59.213,57.273,12.79,0.029,12.531,0.033,12.482,0.024,011/011442/011442793/dv/kplr011442793-20130815195353_dvr.pdf
1230,q1_q12_stellar,11442793,2MASS J18574403+4918185,284.433502,49.305161,13.804,6317,77,-77,Pinsonneault,4.433,0.18,-0.18,Pinsonneault,-0.2,0,0,Pinsonneault,1.073,0.465,-0.465,,,,,,,,7,7,4,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.79,0.029,12.531,0.033,12.482,0.024,011/011442/011442793/dv/kplr011442793-20121029204534_dvr.pdf
1231,q1_q17_dr24_stellar,11446443,2MASS J19071403+4918590,286.808472,49.316399,11.338,5850,50,-50,SPE8,4.455,0.025,-0.025,AST8,-0.15,0.1,-0.1,SPE8,0.95,0.02,-0.02,0.94,0.05,-0.05,1.53,0.03,-0.03,MULT8,1,1,1,11111110111011100,2015-01-15,0.6828,1459.769,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,32.822,29.582,28.133,26.18,25.078,23.086,22.275,21.089,19.867,18.679,17.815,17.129,17.001,16.328,10.232,0.02,9.92,0.026,9.846,0.022,011/011446/011446443/dv/kplr011446443-20141002224145_dvr.pdf
1232,q1_q12_stellar,11446443,2MASS J19071403+4918590,286.808472,49.316399,11.338,5982,66,-66,Pinsonneault,4.14,0.195,-0.195,Pinsonneault,-0.2,0,0,Pinsonneault,1.445,0.472,-0.472,,,,,,,,1,1,1,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.232,0.02,9.92,0.026,9.846,0.022,011/011446/011446443/dv/kplr011446443-20121029204534_dvr.pdf
1233,q1_q16_stellar,11446443,2MASS J19071403+4918590,286.808472,49.316399,11.338,5850,50,-50,SPE8,4.455,0.025,-0.025,AST8,-0.15,0.1,-0.1,SPE8,0.95,0.02,-0.02,0.94,0.05,-0.05,1.53,0.03,-0.03,MULT8,1,1,1,11111110111011100,2013-12-03,0.7294,1339.474,7.1,7.1,7.1,7.1,7.1,7.1,7.1,555.378,480.058,436.171,394.088,360.939,353.125,348.362,28.909,26.13,24.09,22.492,21.282,19.516,18.795,17.719,16.41,15.471,14.747,14.194,14.039,13.314,10.232,0.02,9.92,0.026,9.846,0.022,011/011446/011446443/dv/kplr011446443-20130815195353_dvr.pdf
1234,q1_q16_stellar,11450414,2MASS J19164790+4918205,289.199585,49.305721,14.513,6092,144,-198,PHO1,4.471,0.046,-0.278,KIC0,-0.06,0.2,-0.32,KIC0,0.998,0.385,-0.094,1.07,0.18,-0.14,1.522,0.3448,-0.9388,DSEP,2,3,3,11111111111111100,2013-12-03,0.8792,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,158.742,139.019,125.308,115.049,107.171,95.666,91.525,84.794,78.106,72.729,68.33,64.656,63.511,58.588,13.391,0.026,13.076,0.031,13.047,0.029,011/011450/011450414/dv/kplr011450414-20130815195353_dvr.pdf
1235,q1_q12_stellar,11450414,2MASS J19164790+4918205,289.199585,49.305721,14.513,6069,111,-111,Pinsonneault,4.498,0.236,-0.236,Pinsonneault,-0.2,0,0,Pinsonneault,0.96,0.52,-0.52,,,,,,,,2,3,3,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.391,0.026,13.076,0.031,13.047,0.029,011/011450/011450414/dv/kplr011450414-20121029204534_dvr.pdf
1236,q1_q17_dr24_stellar,11450414,2MASS J19164790+4918205,289.199585,49.305721,14.513,6092,144,-198,PHO1,4.471,0.046,-0.278,KIC0,-0.06,0.2,-0.32,KIC0,0.998,0.385,-0.094,1.07,0.18,-0.14,1.522,0.3448,-0.9388,DSEP,2,3,3,11111111111111100,2015-01-15,0.8753,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,173.936,152.1,141.485,129.7,122.424,108.909,103.183,94.988,85.864,78.863,73.874,70.152,69.155,63.816,13.391,0.026,13.076,0.031,13.047,0.029,011/011450/011450414/dv/kplr011450414-20141002224145_dvr.pdf
1237,q1_q17_dr24_stellar,11497958,2MASS J19060960+4926143,286.540009,49.437328,15.921,3611,95,-108,SPE60,4.842,0.105,-0.057,SPE60,-0.18,0.18,-0.18,SPE60,0.415,0.054,-0.099,0.44,0.05,-0.11,8.6,5.763,-1.924,DSEP,5,5,5,11111110111011100,2015-01-15,0.6987,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,460.098,413.495,390.146,361.188,343.294,313.848,300.329,281.078,259.543,242.969,229.996,218.692,215.105,199.525,13.391,0.027,12.807,0.032,12.6,0.028,011/011497/011497958/dv/kplr011497958-20141002224145_dvr.pdf
1238,q1_q12_stellar,11497958,2MASS J19060960+4926143,286.540009,49.437328,15.921,3869,192,-192,Pinsonneault,4.752,0.015,-0.015,Pinsonneault,-0.2,0,0,Pinsonneault,0.5,0.023,-0.023,,,,,,,,5,5,4,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.391,0.027,12.807,0.032,12.6,0.028,011/011497/011497958/dv/kplr011497958-20121029204534_dvr.pdf
1239,q1_q16_stellar,11497958,2MASS J19060960+4926143,286.540009,49.437328,15.921,3517,70,-57,SPE5,4.881,0.098,-0.098,SPE5,-0.07,0.11,-0.11,SPE5,0.37,0.06,-0.06,0.38,0.06,-0.06,10.57,5.405,-5.405,DSEP5,5,5,5,11111110111011100,2013-12-03,0.7436,1339.474,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,456.802,414.805,382.954,357.858,338.613,309.46,297.543,279.193,259.494,243.169,230.621,222.007,219.384,203.074,13.391,0.027,12.807,0.032,12.6,0.028,011/011497/011497958/dv/kplr011497958-20130815195353_dvr.pdf
1240,q1_q16_stellar,11502867,2MASS J19174431+4928242,289.434631,49.4734,14.835,5866,158,-165,PHO1,4.507,0.044,-0.294,KIC0,-0.18,0.26,-0.28,KIC0,0.903,0.379,-0.081,0.96,0.12,-0.11,1.827,0.3847,-1.172,DSEP,1,1,1,11111111111111100,2013-12-03,0.8793,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,195.289,172.393,156.012,144.288,134.734,120.017,114.635,105.764,95.282,88.734,83.479,79.164,77.873,70.781,13.624,0.026,13.23,0.033,13.212,0.033,011/011502/011502867/dv/kplr011502867-20130815195353_dvr.pdf
1241,q1_q12_stellar,11502867,2MASS J19174431+4928242,289.434631,49.4734,14.835,5865,96,-96,Pinsonneault,4.495,0.212,-0.212,Pinsonneault,-0.2,0,0,Pinsonneault,0.926,0.366,-0.366,,,,,,,,1,1,1,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.624,0.026,13.23,0.033,13.212,0.033,011/011502/011502867/dv/kplr011502867-20121029204534_dvr.pdf
1242,q1_q17_dr24_stellar,11502867,2MASS J19174431+4928242,289.434631,49.4734,14.835,5866,158,-165,PHO1,4.507,0.044,-0.294,KIC0,-0.18,0.26,-0.28,KIC0,0.903,0.379,-0.081,0.96,0.12,-0.11,1.827,0.3847,-1.172,DSEP,1,1,1,11111111111111100,2015-01-15,0.8751,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,221.931,196.084,184.187,170.307,161.803,144.886,138.215,127.896,115.775,105.398,97.375,92.674,91.671,85.097,13.624,0.026,13.23,0.033,13.212,0.033,011/011502/011502867/dv/kplr011502867-20141002224145_dvr.pdf
1243,q1_q17_dr24_stellar,11512246,2MASS J19365254+4928452,294.218933,49.479221,13.438,5828,100,-100,SPE8,4.09,0.019,-0.019,AST8,-0.05,0.101,-0.101,SPE8,1.548,0.048,-0.048,1.08,0.08,-0.08,0.4096,0.02315,-0.02315,MULT8,3,3,3,11111111111111100,2015-01-15,0.875,1459.789,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,95.462,84.471,79.334,73.363,69.633,63.025,60.247,56.281,51.825,48.147,45.594,43.511,42.942,39.846,12.353,0.021,12.047,0.017,11.998,0.019,011/011512/011512246/dv/kplr011512246-20141002224145_dvr.pdf
1244,q1_q12_stellar,11512246,2MASS J19365254+4928452,294.218933,49.479221,13.438,6143,146,-146,Pinsonneault,3.969,0.173,-0.173,Pinsonneault,-0.2,0,0,Pinsonneault,1.871,0.479,-0.479,,,,,,,,3,3,3,,2013-03-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.353,0.021,12.047,0.017,11.998,0.019,011/011512/011512246/dv/kplr011512246-20121029204534_dvr.pdf
1245,q1_q16_stellar,11512246,2MASS J19365254+4928452,294.218933,49.479221,13.438,5828,100,-100,SPE8,4.09,0.019,-0.019,AST8,-0.05,0.101,-0.101,SPE8,1.548,0.048,-0.048,1.08,0.08,-0.08,0.4096,0.02315,-0.02315,MULT8,3,3,3,11111111111111100,2013-12-03,0.8792,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,85.755,75.866,68.982,64.148,60.149,54.671,52.332,48.624,44.559,41.815,39.65,37.943,37.5,34.953,12.353,0.021,12.047,0.017,11.998,0.019,011/011512/011512246/dv/kplr011512246-20130815195353_dvr.pdf
1246,q1_q16_stellar,11521793,2MASS J19521624+4924453,298.067688,49.412601,13.77,6010,154,-179,PHO1,4.401,0.085,-0.266,KIC0,-0.16,0.24,-0.3,KIC0,1.037,0.398,-0.126,0.99,0.15,-0.11,1.247,0.4711,-0.7565,DSEP,2,2,2,11111111111111100,2013-12-03,0.8792,1426.742,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,112.54,99.469,90.396,83.632,77.874,70.028,67.218,62.385,57.369,53.915,50.964,48.855,48.289,45.41,12.59,0.025,12.292,0.023,12.223,0.025,011/011521/011521793/dv/kplr011521793-20130815195353_dvr.pdf
